id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
8224,I,1.1,0.875,0.2625,12.14776075,5.953395,2.8066005,3.9405805,13.0
8225,F,1.4375,1.125,0.3375,24.8625115,12.643877,4.32329875,6.3219385,9.0
8226,M,1.5625,1.25,0.4375,34.983283,17.61921425,7.66853975,10.489315,9.0
8227,F,1.6625,1.325,0.4,36.7126025,15.8473705,6.90310325,11.3398,10.0
8228,I,0.8125,0.6,0.225,5.5848515,2.25378525,1.03475675,1.417475,6.0
8229,F,1.4375,1.1,0.3875,28.67551925,15.09610875,5.4714535,6.70465675,9.0
8230,I,0.8125,0.625,0.1875,4.80524025,2.11203775,1.03475675,1.417475,8.0
8231,F,1.525,1.175,0.375,32.6869735,14.92601175,7.087375,9.00096625,9.0
8232,F,1.4375,1.125,0.3125,24.777463,12.26115875,5.159609,6.690482,10.0
8233,M,1.6125,1.3625,0.5,45.7277435,14.04717725,8.46232575,16.44271,17.0
8234,F,1.525,1.1375,0.4125,30.7592075,13.25339125,6.90310325,8.9300925,11.0
8235,M,1.25,0.9625,0.3125,15.1102835,6.0951425,3.07592075,4.819415,18.0
8236,I,1.1625,0.9,0.2625,15.35125425,7.35669525,2.721552,3.40194,8.0
8237,M,1.3375,1.0,0.3625,22.0275615,9.6104805,5.59902625,6.76135575,8.0
8238,F,1.1125,0.8625,0.2875,12.54465375,5.82582225,2.36718325,3.685435,6.0
8239,F,1.525,1.2,0.4,37.5630875,17.13727275,7.95203475,9.00096625,9.0
8240,F,1.725,1.375,0.475,44.9906565,18.3421265,9.525432,12.47378,11.0
8241,F,1.325,1.025,0.3375,19.97222275,8.29222875,4.15320175,5.82582225,12.0
8242,I,0.4375,0.3125,0.1125,0.9922325,0.26932025,0.12757275,0.226796,5.0
8243,I,0.9375,0.6875,0.2,6.95980225,2.6365035,1.54504775,1.984465,7.0
8244,I,1.325,0.9875,0.2875,16.0741665,8.561549,3.69960975,4.6776675,9.0
8245,F,1.2875,1.0,0.3375,20.28406725,7.92368525,3.89805625,6.19436575,12.0
8246,I,0.5375,0.425,0.1625,2.62232875,1.13398,0.35436875,0.56699,7.0
8247,F,1.3,1.025,0.4,20.638436,7.5126175,4.86193925,5.386405,15.0
8248,I,1.425,1.1125,0.4,22.75047375,9.42620875,5.2446575,7.087375,9.0
8249,I,0.5625,0.3125,0.1,1.304077,0.510291,0.18427175,0.29766975,4.0
8250,I,1.35,1.0125,0.3375,18.01610725,8.71747125,4.26659975,5.08873525,9.0
8251,I,1.4375,1.125,0.35,22.5378525,9.015141,4.932813,7.087375,11.0
8252,M,1.525,1.175,0.375,30.674159,14.2597985,7.07320025,7.5126175,12.0
8253,I,0.6125,0.4375,0.15,1.80019325,0.69456275,0.52446575,0.56699,5.0
8254,I,1.125,0.875,0.275,13.53688625,6.33611325,2.5231055,3.21766825,9.0
8255,I,0.825,0.65,0.2,5.7549485,2.26796,1.077281,1.5592225,7.0
8256,F,1.5,1.1875,0.4125,32.375129,15.52135125,6.87475375,8.9300925,10.0
8257,I,1.3,1.0,0.4,18.71067,8.60407325,4.309124,5.953395,9.0
8258,M,1.425,1.1625,0.375,32.98464325,12.47378,7.61184075,8.0796075,11.0
8259,I,1.1,0.8625,0.275,11.5382465,4.77689075,2.6365035,4.1106775,8.0
8260,M,0.5125,0.325,0.1125,1.54504775,0.43941725,0.12757275,0.2551455,4.0
8261,I,0.6875,0.4875,0.1625,2.62232875,1.34660125,0.58116475,0.7087375,5.0
8262,F,1.6125,1.2375,0.4,43.47395825,19.050864,9.015141,9.4970825,11.0
8263,I,1.225,0.9375,0.3125,15.43630275,7.0590255,2.84912475,4.819415,8.0
8264,I,1.45,1.125,0.3625,22.15513425,10.56018875,4.63514325,7.087375,9.0
8265,M,1.5125,1.225,0.4,34.6147395,15.762322,7.95203475,9.3269855,10.0
8266,M,1.625,1.3125,0.5,46.62075275,20.70930975,11.793392,13.04077,12.0
8267,M,1.675,1.3,0.475,42.354153,15.30873,7.824462,15.4504775,14.0
8268,I,0.8125,0.6125,0.1875,5.6699,2.67902775,1.077281,1.417475,6.0
8269,F,1.6,1.25,0.4125,37.03862175,19.561155,7.881161,9.7805775,13.0
8270,I,1.225,0.9625,0.3625,17.76096175,7.087375,2.9766975,6.0951425,8.0
8271,M,1.5,1.175,0.35,26.08154,10.81533425,6.3219385,7.93786,9.0
8272,M,1.625,1.275,0.425,36.7126025,16.96717575,7.314171,10.489315,11.0
8273,I,1.4,1.1,0.4,24.720764,10.432616,4.89028875,8.50485,13.0
8274,F,1.375,1.1,0.3375,25.287754,9.48290775,4.91863825,7.087375,10.0
8275,I,0.775,0.5875,0.225,3.515338,1.530873,0.77961125,1.2190285,6.0
8276,M,1.4375,1.2125,0.4375,29.66775175,12.3887315,6.2652395,7.93786,10.0
8277,I,0.85,0.65,0.225,5.00368675,2.3530085,1.0489315,1.5592225,6.0
8278,M,1.575,1.2125,0.4375,35.98969025,14.968536,8.60407325,10.9145575,15.0
8279,F,1.525,1.2125,0.4,30.674159,14.04717725,6.08096775,8.221355,12.0
8280,F,1.3375,1.125,0.35,14.75591475,5.71242425,3.67126025,5.5281525,16.0
8281,M,1.25,1.0,0.375,20.87940675,7.47009325,4.15320175,6.520385,15.0
8282,F,1.6125,1.25,0.425,41.730464,18.86659225,7.27164675,11.4815475,11.0
8283,I,1.1125,0.85,0.25,12.54465375,6.2652395,2.2963095,3.04757125,7.0
8284,M,0.9,0.675,0.25,6.30776375,2.65067825,1.31825175,2.1262125,11.0
8285,F,1.6875,1.3125,0.3875,40.7382315,12.530479,7.66853975,15.025235,21.0
8286,F,1.5875,1.25,0.475,36.3724085,14.18892475,9.39785925,11.623295,19.0
8287,I,1.275,0.975,0.3125,16.40018575,6.5487345,3.061746,4.7343665,9.0
8288,I,1.375,1.1,0.3875,28.066005,15.0535845,6.917278,6.9456275,10.0
8289,F,1.6125,1.325,0.475,36.61337925,14.92601175,8.3631025,10.149121,9.0
8290,I,1.025,0.75,0.25,10.886208,5.0745605,2.02698925,2.70737725,7.0
8291,M,1.25,1.025,0.375,21.4038725,7.66853975,4.89028875,7.2291225,11.0
8292,I,1.0375,0.775,0.25,10.9145575,4.6776675,1.927766,2.93417325,8.0
8293,F,1.5625,1.225,0.4,37.6197865,16.0174675,7.98038425,9.59630575,10.0
8294,M,1.7125,1.3375,0.425,47.18774275,21.16290175,10.13494625,13.324265,16.0
8295,F,1.55,1.2125,0.4375,35.3518265,16.0174675,8.03708325,9.922325,13.0
8296,I,0.925,0.6875,0.2125,7.95203475,3.912231,1.8994165,2.4097075,7.0
8297,F,1.3125,1.0,0.375,20.08562075,8.3064035,4.40834725,6.6621325,12.0
8298,F,1.5625,1.175,0.375,27.612413,12.927372,6.30776375,7.64019025,10.0
8299,I,1.25,0.975,0.3,16.37183625,7.6260155,3.75630875,4.195726,7.0
8300,F,1.3375,1.05,0.4125,23.5017355,8.94426725,5.0178615,6.81805475,11.0
8301,M,1.075,0.85,0.2875,11.2547515,4.63514325,2.5231055,3.40194,7.0
8302,F,1.25,0.95,0.35,16.40018575,5.443104,3.55786225,4.53592,12.0
8303,I,1.1625,0.8875,0.3,14.798439,7.0590255,2.79242575,3.8271825,7.0
8304,M,1.25,0.925,0.3,14.81261375,6.53455975,3.01922175,4.819415,10.0
8305,F,1.5,1.175,0.3625,27.91008275,12.8423235,5.8683465,7.824462,11.0
8306,I,0.35,0.2625,0.0875,0.41106775,0.226796,0.09922325,0.1417475,5.0
8307,M,1.425,1.1125,0.3875,30.71668325,14.21727425,6.80388,8.3631025,9.0
8308,F,1.7375,1.325,0.4625,43.431434,18.86659225,10.53183925,12.757275,10.0
8309,M,1.4875,1.175,0.3875,30.1922175,13.96212875,5.42892925,7.087375,15.0
8310,M,1.25,0.975,0.2875,17.4349425,6.7755305,4.01145425,4.9611625,7.0
8311,F,1.5375,1.175,0.4,37.42134,14.911837,7.35669525,11.90679,16.0
8312,I,0.925,0.675,0.225,5.783298,2.721552,1.74349425,1.757669,6.0
8313,M,1.2875,0.9125,0.3,19.6462035,9.68135425,3.7137845,5.953395,9.0
8314,F,1.4375,1.125,0.325,22.58037675,9.99319875,5.20213325,6.6621325,10.0
8315,M,1.3,1.0,0.3625,21.9708625,9.6671795,4.082328,5.2446575,8.0
8316,F,1.075,0.85,0.275,11.850091,4.9611625,2.608154,3.685435,11.0
8317,F,1.375,1.0625,0.3625,22.963095,11.41067375,4.60679375,5.443104,8.0
8318,F,1.5375,1.2375,0.4125,31.127751,13.67863375,7.01650125,9.7805775,12.0
8319,I,1.1,0.775,0.3375,12.14776075,5.37223025,2.59397925,4.3941725,9.0
8320,M,1.5125,1.2,0.4375,41.730464,16.782904,7.89533575,9.355335,10.0
8321,M,1.625,1.2875,0.4375,40.41221225,17.7184375,8.6465975,10.3475675,10.0
8322,M,1.5125,1.1875,0.4375,32.0065855,12.530479,5.14543425,9.355335,13.0
8323,M,1.4,1.125,0.425,28.462898,13.5227115,6.67630725,8.3631025,14.0
8324,M,1.4875,1.2125,0.35,27.8108595,12.88484775,5.40057975,7.654365,10.0
8325,M,1.4125,1.125,0.3625,24.87668625,11.736693,5.216308,6.0384435,8.0
8326,F,1.625,1.2875,0.425,38.725417,16.68368075,9.015141,9.808927,10.0
8327,I,0.925,0.725,0.25,7.55514175,3.30271675,1.644271,2.1262125,7.0
8328,I,1.05,0.8125,0.225,9.19941275,3.89805625,1.82854275,2.551455,8.0
8329,I,0.6375,0.475,0.15,2.16873675,0.7087375,0.396893,0.5953395,5.0
8330,F,1.45,1.15,0.325,26.9036755,10.47514025,6.78970525,6.6621325,10.0
8331,M,1.3125,1.0125,0.3375,19.43358225,8.3064035,4.365823,5.8116475,9.0
8332,F,1.5125,1.225,0.3875,31.127751,12.94154675,7.10154975,8.29222875,11.0
8333,I,0.4,0.2625,0.0875,0.41106775,0.15592225,0.0850485,0.1417475,4.0
8334,F,1.375,1.075,0.35,23.00561925,11.32562525,3.78465825,6.3219385,10.0
8335,F,1.5375,1.2125,0.45,39.745999,12.0485375,8.34892775,12.6155275,23.0
8336,I,1.25,0.95,0.3125,15.989118,7.0590255,3.515338,4.77689075,8.0
8337,I,1.1,0.8125,0.25,9.14271375,4.15320175,1.8994165,2.9766975,7.0
8338,M,1.4125,1.1375,0.4125,25.1460065,11.49572225,4.86193925,7.767763,12.0
8339,F,1.3625,1.025,0.3625,21.0636785,9.99319875,5.23048275,6.6621325,9.0
8340,I,1.575,1.1875,0.3875,30.0221205,10.56018875,6.13766675,9.07184,14.0
8341,I,1.1875,0.9375,0.3,14.07552675,6.90310325,2.381358,4.15320175,7.0
8342,I,1.1,0.875,0.3125,12.7289255,5.74077375,2.67902775,3.18931875,7.0
8343,M,1.525,1.1375,0.375,28.8314415,14.89766225,6.90310325,7.654365,13.0
8344,M,1.425,1.1125,0.375,28.44872325,14.7133905,6.90310325,7.654365,12.0
8345,M,1.5875,1.2375,0.4125,31.65221675,14.50076925,7.3992195,8.278054,10.0
8346,M,1.0875,0.85,0.3,11.89261525,5.71242425,2.65067825,3.685435,9.0
8347,F,1.4,1.125,0.3625,25.92561775,12.757275,5.76912325,6.33611325,9.0
8348,M,1.4875,1.1875,0.375,27.499015,11.793392,7.78193775,8.0796075,10.0
8349,F,1.5625,1.225,0.3625,33.06969175,15.4504775,6.84640425,8.788345,9.0
8350,F,1.1875,0.9125,0.2875,17.633389,8.43397625,3.061746,4.43669675,7.0
8351,I,1.125,0.875,0.2875,13.0691195,5.65572525,2.70737725,3.685435,9.0
8352,I,1.0125,0.7625,0.225,9.8939755,4.43669675,2.0695135,2.551455,7.0
8353,I,0.95,0.8625,0.3,13.8062065,5.443104,2.48058125,3.8271825,13.0
8354,F,1.6125,1.25,0.45,34.74231225,14.72756525,7.24329725,10.489315,11.0
8355,M,1.425,1.125,0.3625,27.68328675,11.8784405,4.06815325,7.37087,10.0
8356,M,1.4125,1.1125,0.3875,23.99785175,9.48290775,5.71242425,6.3786375,8.0
8357,M,1.5875,1.2375,0.4375,33.5941575,17.13727275,7.767763,7.767763,9.0
8358,M,1.4,1.1,0.3375,22.75047375,10.262519,4.57844425,7.1724235,9.0
8359,M,1.6,1.2625,0.4625,37.42134,14.33067225,8.9867915,10.9145575,13.0
8360,I,1.2875,0.9625,0.2875,16.45688475,8.20718025,3.58621175,3.96893,7.0
8361,M,1.2875,1.0,0.35,22.92057075,9.63883,4.3374735,6.23689,10.0
8362,M,1.5625,1.1875,0.375,34.60056475,16.76872925,8.164656,8.164656,9.0
8363,F,1.75,1.3875,0.55,49.45570275,14.84096325,7.6827145,16.0174675,18.0
8364,F,1.5125,1.1875,0.3375,30.40483875,13.65028425,5.556502,8.788345,8.0
8365,F,1.475,1.1625,0.4125,26.2232875,10.77281,6.80388,7.7961125,9.0
8366,F,1.325,1.05,0.4125,22.15513425,8.34892775,4.5075705,7.087375,15.0
8367,F,1.5625,1.25,0.4375,32.715323,14.18892475,7.01650125,9.355335,17.0
8368,I,0.8375,0.625,0.225,5.7549485,2.551455,1.03475675,1.5592225,6.0
8369,F,1.3875,1.075,0.425,24.79163775,10.19164525,5.40057975,8.0796075,14.0
8370,M,1.5125,1.25,0.375,32.545226,14.7133905,6.25106475,9.922325,11.0
8371,M,1.4875,1.175,0.3875,27.499015,13.1825175,5.386405,7.9095105,10.0
8372,M,1.4,1.0875,0.375,24.9192105,9.99319875,5.08873525,8.0796075,17.0
8373,M,1.3625,1.05,0.4125,20.0430965,7.10154975,4.37999775,5.8116475,8.0
8374,I,1.175,0.9125,0.35,13.0124205,5.74077375,2.778251,4.3941725,9.0
8375,I,0.95,0.675,0.225,6.0951425,2.83495,1.3891255,1.70097,6.0
8376,I,1.2,0.925,0.25,12.74310025,4.97533725,2.31048425,3.8271825,6.0
8377,I,0.9375,0.6875,0.225,6.64795775,3.1467945,1.51669825,1.8427175,6.0
8378,F,1.375,1.05,0.425,27.91008275,14.13222575,5.48562825,6.3786375,8.0
8379,M,1.5375,1.175,0.3875,27.499015,8.77417025,6.22271525,9.63883,12.0
8380,F,1.4125,1.1,0.3875,27.8675585,12.3887315,5.14543425,9.48290775,10.0
8381,I,1.175,0.9,0.325,14.33067225,6.9456275,2.721552,4.12485225,9.0
8382,I,1.025,0.8125,0.2875,10.2341695,4.80524025,1.8427175,2.9766975,7.0
8383,M,1.5125,1.175,0.425,32.21920675,13.4660125,7.69688925,8.6465975,10.0
8384,F,1.7375,1.375,0.5375,50.53298375,18.086981,11.3114505,12.6155275,22.0
8385,F,1.8375,1.475,0.4875,50.6605565,23.91280325,11.97766375,11.90679,9.0
8386,F,1.6,1.225,0.3875,32.16250775,14.92601175,7.314171,8.9300925,10.0
8387,F,1.525,1.175,0.4125,33.8776525,13.67863375,6.973977,10.9145575,14.0
8388,M,1.3875,1.05,0.35,23.79940525,11.396499,4.60679375,6.0951425,10.0
8389,I,0.4625,0.325,0.1125,0.75126175,0.35436875,0.18427175,0.2551455,5.0
8390,M,1.25,0.975,0.3,18.01610725,8.03708325,3.41611475,3.8271825,8.0
8391,F,1.4375,1.1125,0.4,28.02348075,11.35397475,7.04485075,7.654365,11.0
8392,M,1.6625,1.3,0.4625,43.7432785,18.824068,8.4198015,12.8990225,11.0
8393,I,1.1875,0.9375,0.2625,14.75591475,6.7188315,3.35941575,4.9611625,8.0
8394,F,1.5125,1.2125,0.4375,30.674159,11.35397475,7.3992195,10.20582,13.0
8395,I,1.175,0.9375,0.2625,11.1413535,4.7343665,2.4097075,3.2601925,10.0
8396,I,1.3125,1.0125,0.325,17.4916415,7.3425205,4.09650275,5.10291,9.0
8397,F,1.225,0.975,0.3375,16.7545545,7.24329725,4.082328,5.783298,10.0
8398,F,1.6375,1.325,0.475,38.215126,16.329312,7.881161,11.35397475,11.0
8399,I,0.5875,0.425,0.1,1.8994165,0.60951425,0.396893,0.56699,4.0
8400,M,1.6125,1.2,0.4125,29.426781,12.3887315,7.41339425,8.6465975,16.0
8401,M,1.0125,0.775,0.225,10.3475675,4.9044635,2.56562975,3.118445,8.0
8402,I,0.9,0.675,0.2125,5.556502,2.65067825,1.20485375,1.530873,5.0
8403,M,1.6375,1.2875,0.525,40.78075575,18.9091165,8.74582075,11.623295,13.0
8404,M,1.675,1.3,0.4375,38.328524,18.313777,8.83086925,10.2908685,10.0
8405,I,1.225,0.975,0.3,14.04717725,6.73300625,3.27436725,3.78465825,7.0
8406,M,1.575,1.2125,0.3625,26.7902775,12.68640125,5.91087075,6.87475375,9.0
8407,F,1.3,1.05,0.4125,24.1821235,8.7032965,4.80524025,9.07184,12.0
8408,M,1.5625,1.2375,0.45,32.41765325,16.4143605,7.01650125,8.788345,10.0
8409,F,1.575,1.25,0.4,35.25260325,13.25339125,8.46232575,11.056305,15.0
8410,I,1.2875,0.8875,0.325,16.76872925,8.164656,3.72795925,4.7910655,8.0
8411,I,1.325,1.075,0.3125,19.17843675,8.51902475,3.40194,5.17378375,8.0
8412,F,1.2875,1.0125,0.3375,19.63202875,7.9662095,4.86193925,6.23689,12.0
8413,M,1.4125,1.075,0.3875,25.10348225,8.60407325,5.40057975,10.0640725,13.0
8414,M,1.6125,1.2875,0.4125,39.405805,20.97863,8.37727725,10.77281,11.0
8415,I,1.0125,0.775,0.2375,8.618248,3.6003865,1.7293195,2.4097075,6.0
8416,M,1.525,1.2125,0.375,31.79396425,14.004653,6.3219385,8.6465975,9.0
8417,I,0.7375,0.55,0.225,3.75630875,1.65844575,0.63786375,1.0489315,4.0
8418,I,1.125,0.8875,0.2875,13.36678925,5.4714535,2.9766975,4.252425,8.0
8419,M,1.4125,1.075,0.3875,25.684647,12.00601325,5.34388075,6.23689,10.0
8420,F,1.35,1.05,0.4,21.035329,8.34892775,4.5075705,7.2291225,8.0
8421,I,1.2125,0.9375,0.3125,14.1464005,6.6054335,3.4869885,4.53592,8.0
8422,F,1.525,1.2125,0.4375,36.81182575,17.73261225,8.88756825,9.63883,11.0
8423,M,1.3,1.0,0.3125,17.0380495,7.3992195,3.84135725,5.2446575,8.0
8424,M,1.45,1.1125,0.4,28.47707275,13.5794105,6.87475375,7.654365,12.0
8425,M,1.2625,0.975,0.3375,18.07280625,9.355335,3.98310475,4.7343665,9.0
8426,F,1.6625,1.3125,0.475,39.27823225,16.42853525,8.674947,11.1980525,11.0
8427,M,1.4875,1.2125,0.4125,31.127751,13.2959155,6.747181,9.4970825,13.0
8428,M,0.7375,0.55,0.2375,3.04757125,1.474174,0.80796075,0.850485,9.0
8429,I,0.9375,0.7,0.225,5.1312595,2.39553275,0.963883,1.70097,6.0
8430,F,1.3875,1.125,0.425,24.9192105,8.561549,4.57844425,8.221355,13.0
8431,I,0.975,0.75,0.25,7.10154975,3.005047,2.02698925,2.551455,7.0
8432,I,1.4375,1.0875,0.3875,26.251637,10.432616,3.685435,7.7961125,18.0
8433,F,1.45,1.125,0.3875,24.8058125,10.262519,5.88252125,7.12989925,10.0
8434,M,1.4375,1.125,0.3875,24.84833675,10.6310625,6.0951425,6.7755305,13.0
8435,F,1.525,1.2125,0.4875,36.78347625,12.65805175,5.5848515,11.623295,17.0
8436,I,1.0625,0.775,0.225,8.5331995,3.345241,2.26796,2.551455,7.0
8437,M,1.4,1.125,0.4,24.39474475,8.561549,5.9250455,7.2291225,14.0
8438,M,1.075,0.8125,0.2625,10.41844125,4.43669675,2.33883375,3.40194,9.0
8439,I,1.0375,0.7875,0.25,10.77281,4.52174525,2.62232875,3.40194,7.0
8440,F,1.625,1.25,0.45,44.22522,16.85377775,10.41844125,11.4815475,17.0
8441,M,1.5,1.175,0.425,27.11629675,9.62465525,7.314171,8.74582075,21.0
8442,M,1.1,0.85,0.2625,11.89261525,5.499803,2.14038725,3.5436875,7.0
8443,F,1.375,1.1375,0.425,28.19357775,9.87980075,5.40057975,10.6310625,14.0
8444,I,1.2125,0.925,0.3375,15.43630275,6.50621025,2.93417325,4.40834725,8.0
8445,F,1.525,1.175,0.425,30.94347925,13.31009025,6.010094,8.788345,10.0
8446,I,1.4875,1.15,0.3625,30.1922175,13.5794105,6.123492,8.6465975,10.0
8447,F,1.6125,1.25,0.4375,37.874932,18.18620425,6.973977,8.50485,11.0
8448,I,1.3125,1.0,0.325,21.6873675,11.1980525,4.69184225,5.5281525,8.0
8449,F,1.6375,1.3125,0.4375,38.11590275,13.494362,7.881161,14.74174,16.0
8450,F,1.675,1.325,0.4375,45.756093,17.73261225,9.355335,13.891255,13.0
8451,M,1.575,1.225,0.375,34.65726375,15.2803805,7.314171,8.3631025,9.0
8452,I,1.0875,0.8125,0.275,10.44679075,4.35164825,1.8427175,2.9766975,7.0
8453,I,1.2125,0.9125,0.275,14.571643,6.73300625,3.685435,4.1106775,8.0
8454,I,0.8125,0.6,0.2,4.80524025,2.2963095,0.963883,1.40330025,7.0
8455,I,1.375,1.0375,0.3375,21.50309575,9.85145125,4.86193925,5.386405,9.0
8456,I,1.275,1.0,0.35,16.0741665,5.68407475,4.57844425,5.216308,14.0
8457,I,0.9125,0.7625,0.225,6.27941425,2.6932025,1.37495075,1.74349425,7.0
8458,M,1.2375,0.9875,0.325,16.68368075,7.41339425,3.3735905,4.7910655,8.0
8459,I,1.225,0.95,0.3625,15.77649675,6.917278,3.33106625,5.5281525,14.0
8460,I,1.2125,0.925,0.3125,15.5071765,6.76135575,3.75630875,5.386405,8.0
8461,I,1.075,0.825,0.3375,12.870673,4.46504625,3.52951275,4.819415,10.0
8462,M,1.4375,1.0875,0.375,30.94347925,13.19669225,6.90310325,8.788345,9.0
8463,I,0.95,0.7,0.225,6.23689,2.42388225,1.1623295,1.7293195,7.0
8464,F,1.6125,1.2875,0.4375,35.3518265,13.42348825,8.40562675,9.6104805,15.0
8465,M,1.55,1.2125,0.375,35.67784575,17.08057375,7.29999625,7.5126175,9.0
8466,F,1.55,1.275,0.4875,39.02308675,16.329312,8.43397625,11.01378075,18.0
8467,M,1.6125,1.25,0.4625,38.9805625,15.6772735,7.66853975,11.90679,10.0
8468,M,1.45,1.125,0.375,31.22697425,13.87708025,5.1312595,8.3631025,13.0
8469,M,1.5,1.125,0.4375,33.6508565,14.685041,7.257472,7.654365,8.0
8470,I,1.325,1.0875,0.325,21.24795025,9.82310175,4.60679375,6.0384435,9.0
8471,F,1.4,1.2125,0.4125,28.64716975,12.303683,7.10154975,8.3064035,10.0
8472,I,0.9375,0.6875,0.2375,6.87475375,2.7499015,1.43164975,2.1262125,7.0
8473,M,1.4625,1.125,0.375,29.69610125,12.643877,6.27941425,8.9300925,11.0
8474,I,0.8375,0.6375,0.225,5.23048275,2.211261,0.963883,1.5592225,9.0
8475,F,1.4375,1.1875,0.375,30.51823675,13.7495075,6.2652395,8.50485,12.0
8476,M,1.1375,0.875,0.3375,16.31513725,4.989512,3.58621175,5.2446575,13.0
8477,F,1.5625,1.25,0.5625,42.354153,16.96717575,8.901743,11.1980525,13.0
8478,M,1.375,1.125,0.4375,22.75047375,9.298636,4.5642695,6.23689,11.0
8479,I,0.6875,0.4875,0.1625,2.608154,1.17650425,0.3685435,0.850485,5.0
8480,I,0.7875,0.575,0.175,4.2807745,1.8427175,1.09145575,1.2757275,3.0
8481,F,1.375,1.1,0.3875,25.798045,8.06543275,4.43669675,8.50485,10.0
8482,F,1.3375,1.0375,0.3875,22.566202,8.51902475,5.14543425,5.386405,10.0
8483,I,0.775,0.6125,0.1875,4.422522,2.25378525,0.86465975,1.2757275,6.0
8484,F,1.3125,1.0375,0.35,22.169309,8.0796075,5.0745605,8.0796075,10.0
8485,F,1.15,0.9125,0.35,16.159215,5.65572525,3.572037,5.2446575,16.0
8486,M,1.575,1.2,0.4125,33.9910505,14.9968855,7.86698625,9.4970825,11.0
8487,F,1.1875,0.8875,0.3125,15.35125425,7.24329725,2.99087225,4.3941725,10.0
8488,F,1.45,1.1,0.3625,24.36639525,11.566596,5.59902625,7.654365,8.0
8489,M,1.65,1.2875,0.4125,34.699788,17.519991,7.35669525,9.39785925,11.0
8490,F,1.5625,1.2375,0.4375,35.6920205,17.70426275,8.5898985,9.922325,9.0
8491,F,1.5375,1.1875,0.3875,33.92017675,12.68640125,9.185238,9.7805775,14.0
8492,M,0.5875,0.4375,0.1375,1.6726205,0.737087,0.26932025,0.56699,3.0
8493,M,1.575,1.3125,0.4,34.91240925,16.0174675,8.0796075,8.9300925,12.0
8494,F,1.5,1.15,0.3875,27.71163625,11.12717875,6.13766675,6.23689,9.0
8495,I,1.4375,1.1,0.3375,22.92057075,9.85145125,4.86193925,6.917278,9.0
8496,F,1.6375,1.3125,0.4625,38.00250475,17.8318355,8.3064035,10.0640725,9.0
8497,I,1.2125,0.9375,0.3,16.839603,7.64019025,3.24601775,4.53592,8.0
8498,I,1.45,1.1,0.4375,24.777463,9.99319875,6.22271525,7.7961125,10.0
8499,I,1.0375,0.7875,0.25,9.752228,3.41611475,1.8427175,2.6932025,7.0
8500,M,1.4375,1.1125,0.3875,23.40251225,9.87980075,5.71242425,7.2291225,11.0
8501,I,1.25,1.0,0.3125,18.12950525,8.51902475,3.96893,4.819415,8.0
8502,M,1.625,1.2375,0.4375,41.7588135,19.94387325,9.525432,10.9712565,8.0
8503,F,1.5625,1.2,0.4125,35.096681,16.40018575,8.391452,8.9300925,9.0
8504,I,1.3,1.0,0.35,17.08057375,7.93786,3.81300775,5.953395,9.0
8505,M,1.575,1.2375,0.4375,32.034935,12.984071,7.24329725,9.4970825,9.0
8506,I,1.0125,0.75,0.2625,9.19941275,3.9405805,1.871067,2.6932025,9.0
8507,I,1.25,0.9625,0.35,17.7184375,9.25611175,3.175144,4.53592,7.0
8508,M,1.65,1.275,0.4125,38.68289275,17.519991,8.2497045,10.3475675,12.0
8509,M,1.3375,1.025,0.35,23.48756075,11.736693,4.706017,5.953395,8.0
8510,F,1.5375,1.1875,0.45,32.715323,13.08329425,6.56290925,8.3064035,9.0
8511,F,1.4125,1.125,0.375,24.73493875,11.18387775,6.22271525,6.973977,9.0
8512,M,1.775,1.325,0.425,43.6865795,19.391058,9.07184,10.67358675,11.0
8513,M,1.4625,1.125,0.375,29.993771,11.12717875,6.67630725,7.824462,16.0
8514,I,0.9125,0.675,0.1875,4.37999775,1.60174675,0.94970825,1.2757275,7.0
8515,M,1.425,1.125,0.3875,28.803092,15.97494325,6.123492,6.80388,11.0
8516,M,1.6,1.275,0.475,43.21881275,15.03940975,10.39009175,11.623295,14.0
8517,M,1.375,1.0125,0.375,21.1203775,7.9095105,5.2446575,7.93786,18.0
8518,F,1.375,1.0625,0.425,26.7902775,11.35397475,5.91087075,7.5126175,8.0
8519,F,1.5625,1.2375,0.425,37.0527965,18.01610725,7.35669525,11.056305,10.0
8520,I,1.4,1.0875,0.35,23.700182,9.19941275,3.58621175,8.788345,14.0
8521,I,1.4375,1.125,0.3875,25.7129965,12.360382,5.9250455,6.23689,9.0
8522,M,1.4125,1.1,0.4375,24.08290025,9.468733,4.57844425,8.6465975,16.0
8523,I,1.1875,0.9,0.2625,12.26115875,5.443104,2.721552,3.685435,7.0
8524,M,1.4375,1.125,0.375,24.5790165,9.25611175,6.22271525,6.520385,9.0
8525,I,0.775,0.5875,0.2,3.6003865,1.360776,0.75126175,1.13398,7.0
8526,M,1.375,1.0625,0.375,23.700182,10.73028575,5.386405,6.9456275,10.0
8527,F,1.85,1.4125,0.5,50.6605565,23.71435675,11.60912025,12.40290625,11.0
8528,I,1.0875,0.8125,0.275,11.89261525,5.14543425,2.608154,3.2601925,7.0
8529,M,1.5,1.1875,0.4375,30.43318825,13.62193475,7.427569,7.5126175,10.0
8530,I,0.95,0.6625,0.2,6.50621025,2.67902775,1.77184375,1.984465,7.0
8531,M,1.55,1.2,0.4125,35.6920205,16.0174675,7.35669525,8.9300925,11.0
